Pair,p-value
WSM-WELL,0.041944600073663685
LMT-TYL,0.04196229743169836
COST-APH,0.04196309806606232
DUK-BX,0.041964041287778385
EFX-DVA,0.041965258021609435
NOC-LNT,0.04196768915866386
WDAY-DHR,0.04197701508446796
TSLA-NDSN,0.041987568736108774
DUK-LOW,0.04200669026249124
COST-LDOS,0.042028193823899156
VICI-ULTA,0.042051206110808176
CDNS-AZO,0.04206988765976134
MCHP-ON,0.04207574009238751
JPM-CBRE,0.04207771213579586
SO-BR,0.042086922022989935
J-BX,0.042102362840968875
FDS-SCHW,0.04210547377313428
VICI-MOH,0.04211990973731864
ABBV-LOW,0.0421254719557375
CTAS-ERIE,0.04213074188384208
WRB-KLAC,0.042138188369469
LHX-EW,0.042139689206115
CL-KMB,0.04214563246290667
HCA-SYK,0.042156058378058685
EMR-WAB,0.04215921367829845
VST-NI,0.04216611743016825
TRMB-AMGN,0.04216757269846933
NXPI-CINF,0.042191609397165084
SBAC-GPN,0.04219304062237232
TSLA-ROK,0.04219377312194174
CEG-SYF,0.042200422833494636
NFLX-CBRE,0.042211208073114896
HUBB-BKNG,0.04222186324037196
EVRG-JKHY,0.042227306416417504
TTWO-EFX,0.04225003371076056
MTB-CINF,0.04225158546061998
CDNS-AMAT,0.042257663336416736
IEX-RVTY,0.042261612499580097
IEX-RVTY,0.042261612499580097
JNJ-AIZ,0.04228424946092089
TSLA-DPZ,0.04228537069546855
JPM-WM,0.04228858651498072
WDAY-SYY,0.04229773532991385
ACGL-BRO,0.0423106903727588
EOG-DLTR,0.042320761241767535
CL-DLTR,0.0423238243323362
PG-WDAY,0.04235574545194128
ITW-CB,0.04236164841922537
EL-CZR,0.04236205461860741
ITW-SYY,0.04237015325453553
KEYS-DTE,0.04237344888947327
MTD-TDY,0.04237630951417627
WAT-SNA,0.042379271754979374
OTIS-CB,0.042380206689782235
SHW-HON,0.04239025133556123
TSLA-TEL,0.04239554482692172
DUK-ALL,0.04239619970719014
WEC-BLK,0.04240081771911597
UPS-ARE,0.04241330394594589
MKTX-MDT,0.04241433797427539
LDOS-VRTX,0.042419169156662974
PG-HSY,0.042420705469932866
STX-AMGN,0.0424466889920423
QCOM-ADBE,0.0424554946965063
ALL-TJX,0.04246068229865033
MPWR-L,0.04246666171009366
TER-JKHY,0.04247801982398887
AME-TPL,0.042479776415207726
VLO-WTW,0.042481824291179936
TEL-EFX,0.04249876094396327
NXPI-TXT,0.04250968675459058
EA-ED,0.04251721318641408
PNC-SRE,0.042524049295962985
FFIV-FOX,0.042526605815454664
MMC-IT,0.04252779158498793
ITW-HOLX,0.04253530535051546
DPZ-FDS,0.04255113426851708
CL-KMX,0.042565083472686234
DTE-AIZ,0.04256750427124644
WEC-ULTA,0.04257019121236114
PNC-VMC,0.04257169352130164
ITW-TXN,0.04257685157786255
HD-MMC,0.04260071694453962
AIZ-LRCX,0.042602996741163836
JNJ-EBAY,0.04262650318912917
PAYX-DPZ,0.042627345926106945
CARR-PKG,0.04263275284395681
CDW-TMO,0.042635663862267366
EMR-AIZ,0.0426369507033217
XEL-ZBRA,0.04269120734712648
GLW-STX,0.042691569555870855
FCX-VICI,0.04270395497336533
BBY-CNC,0.04270832792086259
ED-DPZ,0.04271055870897159
MAR-DPZ,0.042712712089656185
MAR-CPRT,0.04273567353287136
NFLX-PGR,0.04273744693902845
AEP-ADI,0.042745067781987695
LYV-BRO,0.04274616882670788
MDLZ-EXPE,0.04277268218544715
K-HSIC,0.042779537233543385
HCA-ISRG,0.04279631506613837
MCO-SCHW,0.042796593676957276
PAYX-ULTA,0.04280241853652521
IPG-ACN,0.042803110986807995
RSG-DE,0.04280727049666405
CTSH-OMC,0.04280934414989143
DLR-ERIE,0.042830568146345165
PKG-FDS,0.042855872749954366
A-DTE,0.04288133873462624
PG-RJF,0.04288554273796614
WDAY-PCG,0.04292104833698771
MMC-MAS,0.042922284743804454
PAYX-TER,0.042944244833197025
PNC-TMO,0.042950143987522796
RMD-BRO,0.04296099108759917
AEP-VLO,0.04296862765795286
MCK-TPL,0.04297802816861887
PAYX-DRI,0.04298971847634925
GL-SCHW,0.04299037961632903
RTX-CAT,0.04299634352490477
FICO-MLM,0.04301171256156734
ADM-ACN,0.04301277740408349
EW-GL,0.04301579852806998
ORCL-KLAC,0.043017390915499464
TER-DE,0.04302417672793793
ECL-APD,0.043026654722112256
MAR-AEP,0.04303484307022118
YUM-VICI,0.04303915301153356
GLW-WTW,0.04304046513340631
DLR-LH,0.04305078107483546
TXN-MU,0.0430598731740909
AIZ-RVTY,0.04306761162138723
AON-HON,0.043124525239291715
PNC-EXPD,0.0431502399188775
USB-BAX,0.043151836520475294
CTAS-MSI,0.0431633968317888
NOC-TEL,0.04318398146612171
CVS-IFF,0.04322152754004759
IDXX-TPL,0.04323009619668976
VLO-ROK,0.04324696229843894
MAR-TYL,0.04325271084779848
ELV-LOW,0.04326316977281431
TSN-HSIC,0.04326769236813638
WM-VRSK,0.04329165647625992
EOG-WDC,0.043296334350006224
CVS-GIS,0.04330345163439946
CI-VLO,0.04330378898475134
RSG-BKNG,0.04330587600353366
TDY-DRI,0.04330960211025896
MTD-AMGN,0.043335437334813355
FDX-DLTR,0.04335528447783756
EXR-UNP,0.0433618562689207
EQIX-PNW,0.04336478277455087
STE-MAS,0.04336958960271253
TTWO-SCHW,0.04337677414530363
AMP-BX,0.043398579183175544
JCI-RJF,0.043405014477451
REGN-PSA,0.04340701479515909
MTB-SJM,0.0434086633370416
MNST-XYL,0.04340905894921823
MSI-LDOS,0.0434091762623284
NI-AMGN,0.04341790077276546
CSX-PEG,0.043421417704183646
TSLA-DXCM,0.04342971877121635
MLM-STX,0.04345456729981
KMB-WEC,0.043459183948599586
UHS-HSIC,0.0434647495373506
MDLZ-IDXX,0.04346886183848646
FDX-SJM,0.0435146394704639
CMI-LH,0.043515603433243844
NXPI-ALL,0.04354513799936034
ROK-DE,0.043546517894919944
DELL-WSM,0.04354861547349556
AEP-AME,0.04355860982505836
MTB-EG,0.04356997400452964
ROP-CB,0.043579725134059465
AMP-ACGL,0.04358629117146622
OMC-JKHY,0.04360544260490493
JCI-PGR,0.04362634885448539
ALLE-LRCX,0.04363411910612146
XYL-TDY,0.04363669394147882
MMM-D,0.0436492810783243
HOLX-AMGN,0.04365779467019466
DPZ-APA,0.04366451651148906
EBAY-CMS,0.043671034569810606
CDNS-HLT,0.04367180598478128
LMT-KEYS,0.04367423607992424
EA-ALLE,0.04367569814350097
SO-LII,0.04368124562503985
CCI-CMCSA,0.043683341420516074
HII-APA,0.04369283303241519
DGX-FDS,0.0437028783494021
PWR-AXON,0.04371247749705372
EMR-ANET,0.04373518069821106
TSLA-MOH,0.04374195985858647
MCO-EMR,0.04375842789123182
CL-GL,0.04376484662265423
PNC-EG,0.043765897483722324
MCK-ANET,0.04377002976030886
PAYX-STE,0.04377275514301144
KMB-JBHT,0.04378065733644346
ED-COO,0.04378459388451705
TSLA-PGR,0.0437856163424279
AME-STX,0.04380036780673378
PCAR-NVR,0.04380868362377743
EMR-TKO,0.04381371211281276
PTC-MAS,0.04382188464870672
PLD-CDW,0.043844432341195276
APD-JBHT,0.04385092219293918
CTVA-KR,0.04386583242394353
CHD-DGX,0.04387810957095643
AAPL-ALL,0.04390454910382024
ON-EG,0.04391545326125039
ROK-SCHW,0.04391655768963672
IDXX-XYL,0.04392007087544569
ROL-LH,0.043930602309447626
PEG-CINF,0.04393618669495104
PPG-CAG,0.04393936517715769
SBUX-O,0.043948228437171874
STZ-OMC,0.04398428067562445
RMD-ADI,0.04398537934089356
TSCO-IT,0.043998701595079286
RSG-AZO,0.04399945935783453
CL-XYL,0.04401478198650478
LYV-AIZ,0.04403090705356761
AXON-TPL,0.044036526355917927
ELV-ROK,0.04403845962636794
CEG-WMB,0.04405080864303939
JPM-TDG,0.04405962476890754
AON-ADSK,0.04407160019770366
TXN-SPGI,0.044093663247352186
TSLA-TER,0.04411590429215908
RMD-WEC,0.04411724328433628
TYL-ADI,0.04413365391104739
HOLX-TMO,0.04413557376933915
ERIE-EG,0.044144454583283026
K-EIX,0.04415334704741643
DUK-STE,0.044155442124007474
WDAY-DGX,0.04415715809781542
AFL-CBRE,0.04417644156648979
WDAY-LNT,0.04418559856468718
DXCM-CHD,0.04419396084083719
PTC-CB,0.04421729248872722
CVS-WDC,0.04422123198715033
PLD-HUM,0.044224612332005295
ROK-ACN,0.04422605313858999
AWK-ZBRA,0.044229770602747964
NSC-XYL,0.04423855488728774
MDLZ-WTW,0.0442603348960163
MAS-AMGN,0.04426272445966223
HCA-BR,0.0442656264956672
AEP-SPGI,0.0442663974887054
USB-LHX,0.04426721265698143
TMO-AMGN,0.04427128904359039
EXPE-HON,0.04427969764355049
PTC-STLD,0.044280956142897974
PNC-XYL,0.04428290154382185
RMD-LRCX,0.04429997288322937
JNJ-PKG,0.044309853596911725
PEG-BKNG,0.044316411540468045
HD-PG,0.044316935336639884
TYL-VRTX,0.04433108673188188
CSX-INVH,0.04433478370090076
AON-ULTA,0.04434361015283329
VRSN-DHR,0.044358252236774975
GOOG-LDOS,0.044358479305385064
A-TDY,0.04436836446744083
DUK-GPC,0.04437971246918198
AMZN-AEP,0.044385051204122866
ROL-WAT,0.04438842782467716
PG-MAA,0.04439511245686615
SBUX-PNC,0.04439795748898304
HLT-LDOS,0.044403024217873024
LULU-CDW,0.04441499206089081
EW-CSGP,0.04441602192659916
MSI-SNPS,0.04442081685662203
APD-DLTR,0.04443226160386221
ROP-NEE,0.044443099473964576
ROK-NDSN,0.044445972497619314
AMT-CSGP,0.04445375471671065
VLO-IT,0.044461967031157096
WDAY-PEG,0.04447866534447548
CSGP-LULU,0.04448099086941848
PLD-IEX,0.04448165652048116
DXCM-DPZ,0.044487641027058454
RSG-SYK,0.04449358342618326
A-AIZ,0.04451405564154069
MET-BLK,0.04452135218355628
DELL-CL,0.04452253660279045
FDX-DPZ,0.044552144477234545
ED-HUBB,0.044553286536899925
MET-DE,0.044571604952061486
NTRS-UNP,0.04460589576338495
KDP-A,0.044608202180444895
OKE-AOS,0.04462216573107982
WEC-EXPE,0.04462319885175893
PCAR-LDOS,0.04462606381453339
ALL-PKG,0.044628904304899686
COF-ADP,0.04463050171140871
NXPI-NDSN,0.04463387503791858
CTAS-BX,0.04463668326389777
LHX-AWK,0.044646064568104285
WDAY-EFX,0.044650002747801724
DTE-CPAY,0.044651970465578235
OTIS-BLDR,0.0446628340634663
VRSN-NVR,0.04467248371873171
FDX-GPC,0.04468325002915837
A-JBHT,0.04471574864873579
TRV-AFL,0.04472387598345875
PLD-TXN,0.04474918046288203
MNST-QCOM,0.04476039583224977
JPM-URI,0.04477839477664999
OKE-PNW,0.044791215265539606
STZ-PPG,0.044819798757196314
GOOG-FTNT,0.044825669197563485
VLO-LNT,0.04484151580049672
VMC-OTIS,0.044851461752064996
JPM-ROL,0.044856888971367366
CSX-RVTY,0.044861211756328026
CSX-RVTY,0.044861211756328026
PCAR-STX,0.04486970486699857
PEG-PNR,0.044885526870051914
HWM-NRG,0.04490109724455793
HON-LOW,0.04491159910336552
AMP-SNPS,0.044916212842815044
AZO-STX,0.04492688860586701
OMC-CMCSA,0.04492776395124123
GOOG-PAYX,0.04493079740989122
ROST-EG,0.044932394895528326
CI-CB,0.04494122921175754
ALGN-AKAM,0.044947048947554746
MA-DOV,0.044950275641659536
MDLZ-EW,0.044964253632919615
PNC-DOV,0.04496959751131211
TRV-PTC,0.04498178571348778
BR-ISRG,0.04498384811372057
MPC-PCAR,0.044992914346431885
SBUX-ROK,0.04501637445650777
HCA-LYV,0.04501670734565805
DLR-SYY,0.04502171799921247
TRV-NDAQ,0.045035464852217696
IQV-WAT,0.045038437451262285
CSGP-LNT,0.04504902218819498
ESS-UHS,0.045051969446708376
MTB-EXPE,0.045054209612953845
MKC-EVRG,0.04506993249270707
DXCM-MAA,0.04507844630335035
ELV-CSX,0.04508427761617455
RJF-PTC,0.045126803848807844
TRV-CINF,0.0451434999770748
EOG-GPC,0.04514415893563982
NOC-TTWO,0.045150193967837315
SRE-IQV,0.04517872245719359
O-HUM,0.04521286468854073
TDY-MU,0.04523836033430486
TRV-SCHW,0.04524469478581592
PYPL-CMCSA,0.04524760341654272
CL-WAT,0.0452510977916237
ELV-POOL,0.04525966148618042
ABBV-DHI,0.045264246924200745
DRI-BX,0.045268603335664986
CI-CSGP,0.045283835927937714
PG-DVA,0.04528759467417897
DLTR-AOS,0.045306254928109115
ECL-HON,0.04531694007298499
DGX-ERIE,0.04531979099072724
WM-URI,0.045327845849970766
DOV-DPZ,0.04536033655431154
AIZ-CB,0.045364236973172184
ECL-WTW,0.045367499658000576
HSY-ODFL,0.0453707091503239
MCHP-MKC,0.04537271662025386
ROK-RVTY,0.04537377793985184
ROK-RVTY,0.04537377793985184
TGT-TER,0.04538590593595697
PLD-IDXX,0.04538675338958673
DGX-ISRG,0.04540391229418283
CHTR-ARE,0.04540400999212308
ZTS-CHRW,0.04540814423846491
CSX-AIZ,0.045411510415204165
NXPI-WTW,0.045430589230736805
EOG-EIX,0.0454350022041449
MNST-PEG,0.04543793638337759
AMGN-ADI,0.04544299379160357
BRK.B-ICE,0.045479122164527166
DECK-TKO,0.04548889401133517
CTAS-LDOS,0.04550130287804447
AMZN-DOV,0.04550200360581734
IRM-BLDR,0.04552033878793354
CEG-WRB,0.045541811917532114
MCO-MU,0.04554527111357567
DUK-ERIE,0.04555193347824389
GOOGL-STX,0.04557458653068649
A-LULU,0.04557885657541694
HUM-TECH,0.045584830630446264
CSGP-SCHW,0.045586814784740505
DHI-TDY,0.04559228442636216
MTD-HOLX,0.04560086545164507
BLDR-LRCX,0.04561469041519021
CINF-TRMB,0.04562210762542437
TPL-WELL,0.04567394786821126
MNST-VICI,0.04568971876109397
EQIX-ADBE,0.045709190940429
ROST-VRSN,0.045721886998422424
EQIX-OKE,0.04572541262642866
GOOG-ALL,0.04572914758456165
ACGL-WSM,0.04574154977262829
MKC-MAA,0.045753902400195924
PSA-KMX,0.04577773205059809
KEYS-FDS,0.045829315683288505
ABBV-BRO,0.04584610111703928
WDAY-CMS,0.045859194106933905
REGN-COO,0.045891924034729824
CBOE-PKG,0.045893194206646115
FICO-RJF,0.045894942947430475
MTD-JBHT,0.04591780261096574
ED-MTD,0.045922354007140065
AZO-ERIE,0.045926002647441184
CPT-KMX,0.04593772716100493
ADM-MOH,0.045945399288233664
AMZN-XYL,0.045947176016681836
STX-VRTX,0.045980770527930086
ABBV-PFG,0.04599345203079477
GOOG-NVR,0.04599961608759593
MCK-JBL,0.04601562804590515
AFL-NTAP,0.04603309794839298
AEP-CMI,0.046055977305959776
ULTA-AOS,0.046056332702216755
CSX-ACN,0.046056730257736635
ZBRA-AMGN,0.04606607495692717
DTE-NTRS,0.04606765509877667
BBY-UDR,0.046083909207188245
DECK-SPGI,0.04608856423070263
CHD-AOS,0.04609121633081661
PNC-FFIV,0.04609292325271802
WDAY-ROL,0.04609624990594249
MSFT-ALL,0.04611092725301633
ORLY-GWW,0.046111921034701936
SCHW-BX,0.04612041468690975
JCI-NDAQ,0.04612737027345466
TSLA-AIZ,0.0461427824198769
EMR-APH,0.046145233236621994
ULTA-CMS,0.0461771779907513
AEP-LYV,0.04618562551318183
TSCO-SCHW,0.046200889754027925
CEG-APTV,0.046218497803027656
MDLZ-HSY,0.04624034637193495
MPC-BLDR,0.046245276491599
TSLA-RSG,0.04625382890022465
RSG-FAST,0.04625501346276691
BR-COF,0.046256940193421796
ORLY-ERIE,0.04626448473669528
EA-HII,0.046266969125881255
WMT-BKNG,0.04631452281633079
EQIX-NI,0.04633040662765243
OXY-BEN,0.04633173242676489
MPWR-PKG,0.046369311249803084
TT-ANET,0.04637378030498465
MSFT-AAPL,0.04637910045722878
DUK-CBRE,0.046387912671809105
O-PPG,0.0463905734396337
MPWR-OTIS,0.046404433461362214
AVY-AIZ,0.046414624564653784
SCHW-NEE,0.046430255246165855
PPG-BALL,0.04643047130553202
CSX-KEYS,0.046452726645706675
HD-DE,0.04649127344813523
PEG-PANW,0.0464945037850299
NXPI-EG,0.04649622074031701
XYL-PKG,0.046503760566647616
ROP-A,0.04651390016821019
DUK-IDXX,0.04652722393141128
PCAR-AMP,0.04652814855748452
OKE-WEC,0.04656179686006967
LNT-EVRG,0.04656934237719963
ABBV-DRI,0.0465738684468379
FDX-NDSN,0.04658077768165376
MO-WDC,0.04658647532382048
TTD-WBA,0.046590004921847054
DRI-PNR,0.046619585897741865
A-HOLX,0.04663007992707148
ED-ADP,0.04665062541670013
ABBV-SYK,0.04665152022600211
FISV-DECK,0.046661411045173254
LH-SNA,0.04666396927807988
MSCI-MTD,0.046664686405628215
HOLX-CPT,0.046694431811617296
AMT-MDT,0.04669509893245183
BRK.B-JCI,0.04670372274065249
GOOGL-COR,0.046718696276378154
NDAQ-ADI,0.04672515757966819
MNST-A,0.046726521679428396
EA-ULTA,0.04672858969340908
WST-HON,0.04673020075864574
MNST-BR,0.04675123324703498
SYY-SCHW,0.046766428832525186
USB-NI,0.04676982648209326
WEC-COO,0.046773231042481
LDOS-UBER,0.046776266828042284
HLT-CBOE,0.04680886201679573
REGN-KMB,0.046826696547157265
LMT-BDX,0.046842468026310716
ABBV-PWR,0.04685556352103888
STX-LII,0.04687021356029379
MCO-TYL,0.04687797727372065
AMP-STX,0.046881625658207776
LNT-RVTY,0.046882365240533345
LNT-RVTY,0.046882365240533345
EFX-J,0.046894937246569963
KO-ABT,0.04690225555484089
MAR-LRCX,0.046907576329854414
TTWO-MAS,0.04691138693218713
NSC-DHR,0.046918923698361856
BRO-LEN,0.04692418665437406
GWW-LRCX,0.046952446245518815
PSA-SJM,0.04695373423541028
MNST-TXN,0.04696481634472201
TSLA-AVY,0.04698235603397845
BRK.B-SHW,0.04700550761822948
CARR-KKR,0.04701053718552617
DOV-CHD,0.047012345433394304
TSLA-SCHW,0.04702644484344684
HD-CPRT,0.0470354772968074
YUM-SNA,0.04704868381526118
YUM-ACN,0.04705303143244534
BRK.B-COST,0.0470532235130389
V-NDAQ,0.047069237975954595
A-SBAC,0.0470761015621725
J-VRTX,0.04707748359544669
XEL-CHD,0.04707887211547579
GOOGL-AME,0.0470807780982331
NVDA-JBL,0.047104592406898994
ORCL-GWW,0.04710526933058733
ECL-PEG,0.047123573185786756
DXCM-MKC,0.047129956525248706
AEP-AOS,0.04713146707727633
TDG-AMP,0.04715364510720928
CI-ODFL,0.047157079468039154
EQIX-MAR,0.04717730969440496
STLD-ISRG,0.0471938906218549
LYV-PGR,0.04719959512055007
MSCI-CSGP,0.04720288647279411
ROST-MKC,0.047216664263989835
NSC-HSY,0.04721667339776988
SYY-XYL,0.04721898247985561
NUE-BRO,0.04722468285354795
CPRT-OTIS,0.04724014676017795
CI-STE,0.04724686039114224
DGX-DVA,0.047248974089791784
TSLA-ALL,0.04725506994005165
TKO-VRTX,0.047260117132919346
LDOS-DECK,0.047282806474526935
APD-EG,0.04729911512972952
MNST-DOV,0.0473213473120779
BALL-SWKS,0.04732400341250816
DHI-CB,0.04733304008231573
KEYS-AEE,0.04733345456313851
MAR-FAST,0.047335873396432804
TSLA-ORLY,0.04733821208319474
MMC-AIZ,0.047347713775349645
WEC-KHC,0.04736706890833653
VLO-EA,0.04736764019239941
DVA-WELL,0.047379448112150876
RMD-LNT,0.04738434436897506
DRI-RVTY,0.047389819283454926
DRI-RVTY,0.047389819283454926
BRK.B-ALL,0.04740424745463117
NSC-SBAC,0.04741632151929805
IDXX-VRSN,0.04741949313053262
MCHP-CNC,0.04742265602977018
DTE-UHS,0.04743967653163588
EXR-TER,0.04744576698635989
CMG-PGR,0.04745200502861252
CMI-BKNG,0.04745469576393532
TGT-ALGN,0.04745563672531399
ALL-TTWO,0.0474601066369916
HAS-SWK,0.04746636265508287
SLB-PAYC,0.04747645619611428
EA-AIZ,0.047477362839131815
SYY-CLX,0.04747760328854569
SCHW-LRCX,0.0475344496964643
JNJ-BALL,0.047541270622193973
PEG-TKO,0.047544161059265413
DTE-FFIV,0.04755142754284453
CI-HSY,0.04755182486132102
NOC-CHD,0.04755479173076899
A-COO,0.04755654929832576
AAPL-J,0.047557567293404435
KDP-MTD,0.047559229695334646
MMC-LOW,0.0475706238320427
CCI-PPG,0.04757386867455365
BRK.B-WAB,0.047589085221934786
OKE-OMC,0.047590593224935904
CTAS-PTC,0.04759413792167937
ADSK-SYK,0.04759436183724982
NDAQ-LDOS,0.04759924225703342
CSX-ADSK,0.047608785688838015
STZ-HSIC,0.0476090891302439
CBOE-APH,0.047610359713223104
LMT-AIZ,0.04761084861201454
CARR-DVA,0.047616928266753615
MDLZ-QCOM,0.04765002587516397
KKR-WELL,0.04765070170778615
ALGN-SWKS,0.047653361097045044
SRE-LH,0.0476667684263085
MDLZ-LNT,0.047688240283939344
FTNT-BRO,0.047712529895648004
AMD-LIN,0.047715601860449354
CI-HOLX,0.047720475807706206
SCHW-HON,0.04773740961478476
TTWO-SYK,0.04775010330818951
KEYS-INVH,0.047773431555769
DLR-TRV,0.047787146264700694
TTD-LEN,0.04778714867577329
AON-APD,0.047795949880981944
PTC-BLK,0.04780696341251557
DRI-LNT,0.047814094551885095
LMT-WST,0.04783115686310053
WM-NOC,0.04783531090923158
CARR-PNR,0.047847965135201224
DUK-FTNT,0.04787481356436434
MCO-TDY,0.04788549784389718
STZ-ZBH,0.0478894874005549
NSC-EXR,0.047895198268923675
ORLY-CBRE,0.047906725778681485
MNST-ADI,0.04792074757782893
STZ-EXPE,0.04794742836226151
EBAY-NTRS,0.047948976028985874
ALLE-AIZ,0.04795690995968644
WRB-KKR,0.04796127834170928
SHW-GL,0.04796152779884653
TRV-ADI,0.04797528754518704
JNJ-NKE,0.04797885362071115
IQV-POOL,0.04797902423407684
SO-CINF,0.048037834499526554
J-LRCX,0.04804081643671844
ROK-TPL,0.04804259231042876
APTV-ARE,0.04805930860825564
SLB-GEV,0.048064891450113154
CHTR-ALGN,0.048071530448860963
AEP-NDSN,0.04807289922446393
CDNS-CBRE,0.04807540041069814
MDLZ-STE,0.048093246759165965
HUM-MAA,0.04810498126885408
JNJ-MTD,0.04811665973328493
AMZN-DE,0.04812424348914809
AJG-LYV,0.048153693148027
MNST-STX,0.04815378596997447
O-EXPE,0.048173051357864635
TRV-TSCO,0.04821109475145993
LMT-DGX,0.04821583386425194
ABBV-KLAC,0.04823582949934568
EQIX-AWK,0.04824365694017209
CMI-ROST,0.0482466259188482
TYL-COF,0.04824998466107449
DRI-ISRG,0.048252031841296554
KO-INTU,0.048255977936113935
ESS-EMN,0.04829312442767966
CBRE-KLAC,0.04830324614463392
EXPD-DVA,0.04830838499709093
WDAY-XEL,0.04830916612415691
MCO-ISRG,0.04832174474846668
JNJ-ACN,0.04833448975144232
STE-GL,0.04833628168274099
SHW-RVTY,0.04834038369064645
SHW-RVTY,0.04834038369064645
CMG-TTD,0.04834340509743677
DPZ-RVTY,0.04835026342708712
DPZ-RVTY,0.04835026342708712
LHX-BR,0.0483521690231312
ZTS-DHR,0.04835299118172495
ED-MKC,0.04837568801771217
EBAY-EVRG,0.04838712241698679
CTRA-EMN,0.04839468675928366
SHW-PEG,0.0484045318024493
PAYX-ROK,0.04841209485725142
MNST-AIZ,0.04841322632325075
PSA-TRMB,0.048433042319091096
STX-TYL,0.048433727881258784
MTB-WAT,0.048450900594548714
STX-NWS,0.04845095013488087
MLM-DOV,0.04846676573447666
ACGL-SNPS,0.04848112623623912
CHRW-SJM,0.04849659242648605
WDAY-CINF,0.04850506805365817
PG-MAR,0.0485056797843679
MDLZ-ADSK,0.048539534278923546
DAY-NKE,0.04855814029268953
PLD-ADM,0.04855902896584623
MTD-VRSN,0.04858027223915681
TPL-LOW,0.04859215221984638
FDX-EXR,0.048596274352977434
PPG-BIIB,0.04861156569867402
CLX-UHS,0.04861897447718797
TRV-TPL,0.048636347952817356
DLTR-CLX,0.04863849880471363
NOC-YUM,0.048639457834556754
TDG-COR,0.04864409013912855
NEE-DHR,0.048658244355172346
SBAC-BBY,0.048667536251106834
ISRG-TJX,0.048673187035190156
PSA-PPG,0.04867587195643775
SHW-ED,0.048689966827465875
PPG-EVRG,0.04870141310701839
CEG-LKQ,0.04871206802531409
HSY-AMGN,0.0487166800509424
PEG-HON,0.0487190975287359
BIIB-LUV,0.048723302350800864
TSLA-V,0.04872576484317177
CSX-HSY,0.04876196371323818
ARE-KMX,0.04877305292467127
MCO-TTWO,0.04879568648318155
PEG-NTRS,0.04880845129302127
LOW-MU,0.04882002302910392
WM-SNPS,0.04882165010841623
AOS-AIZ,0.048824794208318534
MAR-LDOS,0.04882549681786009
LMT-REGN,0.04883335057993149
SCHW-TJX,0.04883951023296813
PKG-SPGI,0.048845576527082296
EA-MTB,0.048849256920565805
CTAS-HUBB,0.04885095540331612
CINF-SNA,0.048857468470575864
TEL-RJF,0.048879881963442146
MNST-TMO,0.04888378455372625
ICE-DOV,0.048908060879367846
CHD-EXPD,0.04891221680804413
MPC-VRTX,0.04891438761047256
CEG-DASH,0.04892143899525602
DUK-MCO,0.04893087050622259
ABBV-AZO,0.048940432718623535
DRI-QCOM,0.04895829955003269
VLO-FDS,0.0490224420872579
DLTR-ESS,0.04904154563373697
VRSN-CHD,0.04904422770306169
REGN-HSIC,0.04906936991791302
MAS-TXN,0.04907395067353873
PAYX-TTWO,0.04907445785654884
ERIE-BLDR,0.04907818491643892
MET-LOW,0.049081383804195376
CME-DRI,0.049088671653270355
XYL-ROL,0.04913236906581984
CHD-EG,0.049132731475233705
AEP-NI,0.049156918573328566
TDG-GWW,0.04916525478235224
GPC-FDS,0.04918522748970994
IFF-ZBH,0.04918831696104226
FDX-O,0.049195195153659846
AEE-SCHW,0.04920086963843369
PNC-REGN,0.04921233726565146
CMG-J,0.04921591438554672
GOOGL-MAR,0.049223762539186186
CI-TSCO,0.0492312971205129
SPGI-AMAT,0.049237007645987076
J-SPGI,0.04926899619733396
AME-BRO,0.04928066647691298
ITW-DGX,0.04928543643530717
CNC-SWKS,0.04930001562125312
